lotid,logerror,transactiondate,aircond,style,basement,numbath,numbedroom,classbuild,qualitybuild,decktype,finishedarea1st,finishedarea,perimeterarea,totalarea,finishedareaEntry,countycode,numfireplace,numfullbath,garagenum,garagearea,tubflag,heatingtype,latitude,longitude,lotarea,poolnum,poolarea,citycode,countycode2,neighborhoodcode,regioncode,roomnum,storytype,num34bath,material,unitnum,year,numstories,fireplace,buildvalue,parcelvalue,taxyear,landvalue,totaltaxvalue,taxdelinquencyflag,taxdelinquencyyear,mypointer
17087811,,"",,,,2,3,,,,1352,1352,,,1352,6111,1,2,2,462,,,34272939,-119217437,6060,,,34543,2061,,97083,5,,,,,1960,1,,179033,296677,2015,117644,3133.64,"",,2696
11459244,,"",,,,3,4,,4,,,2246,,,,6037,0,3,,,,2,33972152,-118403956,9366,1,,12447,3101,7877,96026,0,,,,1,1950,,,209262,407971,2015,198709,5158.34,"",,5167
10983896,,"",1,,,1,1,,7,,,666,,,,6037,0,1,,,,2,34277500,-118408000,212098,,,12447,3101,40215,96361,0,,,,1,1989,,,73745,92176,2015,18431,1207.57,"",,27023
17256937,,"",,,,2.5,4,,,,1394,2710,,,1394,6111,1,2,2,696,,,34250719,-118761684,10601,,,27110,2061,,97118,8,,1,,,2001,2,,301154,498282,2015,197128,5690.9,"",,32271
11039481,,"",1,,,2,3,,7,,,1209,,,,6037,0,2,,,,2,34247000,-118449000,168605,,,12447,3101,13176,96411,0,,,,1,1981,,,117216,144782,2015,27566,1884.12,"",,7458
17183151,,"",,,,2,4,,,,1587,1587,,,1587,6111,1,2,2,439,,,34158325,-119160802,6269,,,13150,2061,,97104,7,,,,,1971,1,,139288,278576,2015,139288,3255.74,"",,4916
11731109,0,2016-05-23,,,,3,5,,7,,,2660,,,,6037,0,3,,,,7,34034811,-118295862,6753,,,12447,3101,757352,95988,0,,,,1,1910,,,112000,562000,2015,450000,7343.63,"",,24758
11342647,,"",1,,,3,4,,4,,,1752,,,,6037,0,3,,,,2,34443137,-118516413,4146,,,54311,3101,6952,96373,0,,,,1,1979,,,213436,384978,2015,171542,5421.92,"",,9148
11082675,,"",1,,,2,3,,4,,,2097,,,,6037,0,2,,,,2,34258037,-118528691,11175,1,,12447,3101,33183,96356,0,,,,1,1979,,,201061,293429,2015,92368,3759.02,"",,6299
14294930,-0.046,2016-08-10,,,,2.5,4,,,,,2424,,,,6059,1,2,2,462,,,33643750,-117878045,3278,,,53571,1286,,96978,9,,1,,,1969,3,,188891,464533,2015,275642,5223.66,"",,24668
10735271,,"",1,,,2,4,,4,,,2756,,,,6037,0,2,,,,2,34171539,-118651645,15352,1,,12447,3101,48570,96389,0,,,,1,1962,,,477694,796154,2015,318460,9934.78,"",,16143
11651079,,"",,,,2,3,,4,,,2296,,,,6037,0,2,,,,2,34124368,-118463805,14683,1,,12447,3101,113688,96058,0,,,,1,1963,,,116860,168183,2015,51323,2258.85,"",,34787
14153078,,"",5,,,2,4,,,,,1584,,,,6059,1,2,2,451,,6,33936165,-117917593,7200,1,,17150,1286,,97035,6,,,,,1961,1,,99383,300013,2015,200630,3716.58,"",,22102
10732970,,"",1,,,3,4,,4,,,2690,,,,6037,0,3,,,,2,34172120,-118640215,10319,,,12447,3101,48570,96389,0,,,,1,1981,,,183351,490359,2015,307008,6238.93,"",,7021
11624467,,"",1,,,3,2,,1,,,1580,,,,6037,0,3,,,,2,34056700,-118412000,589265,,,12447,3101,114246,96048,0,,,,1,1989,,,273429,676910,2015,403481,8327.58,"",,9138
17132990,,"",,,,2,3,,,,1311,1311,,,1311,6111,1,2,2,475,,,34228523,-119059243,8050,,,51239,2061,,97089,6,,,,,1960,1,,155000,444000,2015,289000,4829.72,"",,11794
10862312,,"",1,,,4,4,,4,,,3850,,,,6037,0,4,,,,2,34136676,-118445214,13022,,,12447,3101,27080,96424,0,,,,1,1991,,,147072,865501,2015,718429,10758.22,"",,316
17234615,,"",,,,2.5,4,,,,1295,2311,,,1295,6111,1,2,2,661,,,34285056,-118719305,8859,,,27110,2061,,97116,8,,1,,,1995,2,,227191,378647,2015,151456,4475.92,"",,17799
11044353,,"",1,,,2,2,,4,,,1020,,,,6037,0,2,,,,2,34234900,-118472000,17774,,,12447,3101,13017,96369,0,,,,1,1982,,,107173,133914,2015,26741,1704.18,"",,32772
14148600,,"",,,,3,3,,,,,2891,,,,6059,1,3,2,572,TRUE,,33910140,-117914466,19000,1,,17150,1286,,97035,6,,,,,1960,1,,250367,768458,2015,518091,8930.22,"",,4402
11163681,,"",1,,,1,1,,6,,,707,,,,6037,0,1,,,,2,34380600,-118545000,423536,1,,54311,3101,48200,96378,0,,,,1,1969,,,66510,101070,2016,34560,1850.62,"",,25484
10859092,,"",1,,,2,2,,4,,,1773,,,,6037,0,2,,,TRUE,2,34147900,-118441000,13973,,,12447,3101,27080,96424,0,,,,1,1979,,,171487,287726,2015,116239,3525.81,"",,6437
12865492,,"",1,,,2,3,,4,,,1436,,,,6037,0,2,,,,2,34118272,-117721338,5136,1,,30908,3101,764147,96469,0,,,,1,1974,,,98100,486000,2015,387900,5963.07,"",,12702
12190384,,"",,,,2,4,,7,,,1246,,,,6037,0,2,,,,7,33980376,-118295529,4658,1,,12447,3101,118208,96025,0,,,,1,1924,,,90091,184603,2015,94512,2315.65,"",,27995
11671798,-0.1578,2016-11-18,,,,3,3,,1,,,1983,,,,6037,0,3,,,,2,34075524,-118558466,284005,,,12447,3101,19810,96120,0,,,,1,1978,,,291317,586082,2015,294765,7427.46,"",,24866
10851729,,"",1,,,5,5,,1,,,4149,,,,6037,0,5,,,,2,34169630,-118509966,20447,1,,12447,3101,51906,96349,0,,,,1,1976,,,607500,1779000,2015,1171500,22389.06,"",,3482
10805175,,"",1,,,2,2,,7,,,944,,,,6037,0,2,,,,2,34168600,-118525000,60894,1,,12447,3101,51906,96349,0,,,,1,1967,,,54000,268000,2015,214000,3492.87,"",,9366
12058199,,"",1,,,4,5,,7,,,2905,,,,6037,0,4,,,,2,34168881,-118256390,10225,1,,45457,3101,275856,96321,0,,,,1,1951,,,334655,863066,2016,528411,9533.69,"",,14879
14309476,,"",,,,2.5,4,,,,,2682,,,,6059,0,2,2,440,,,33660764,-117826069,3200,,,52650,1286,275824,96947,8,,1,,,1967,2,,149357,514630,2015,365273,5279.82,"",,29573
10772949,,"",1,,,3,4,,4,,,2010,,,,6037,0,3,,,,2,34205666,-118577924,5499,,,12447,3101,27987,96341,0,,,,1,1979,,,185665,284259,2015,98594,3570.2,"",,13493
17074048,,"",,,,2,4,,,,1539,1939,,,1539,6111,2,2,2,484,,,34288018,-119201796,14849,1,450,34543,2061,,97083,8,,,,,1973,1,,284000,808000,2015,524000,8560.64,"",,31509
17294722,-0.0545,2016-09-13,,,,2.5,5,,,,1290,2510,,,1290,6111,1,2,2,633,,,34146089,-118839025,8003,1,560,41673,2061,,96384,9,,1,,,1969,2,,292000,835000,2015,543000,9439.4,"",,16790
10783543,,"",1,,,2,2,,8,,,954,,,,6037,0,2,,,,2,34189500,-118550000,183172,1,,12447,3101,40548,96364,0,,,,1,1976,,,117000,335000,2016,218000,4137.03,"",,13910
10751661,,"",1,,,3,3,,7,,,1318,,,,6037,0,3,,,,2,34134101,-118724167,230428,1,,9840,3101,764088,96336,0,,,,1,1975,,,138326,364300,2015,225974,4385.52,"",,15348
17265130,,"",,,,1.5,2,,,66,501,875,,,501,6111,0,1,2,0,,,34180892,-118908382,3049,,,34278,2061,46736,96351,4,,1,,,1972,2,,123374,246748,2016,123374,2584.78,"",,29458
14618361,,"",1,,,1,2,,,,,820,,,,6059,0,1,1,0,,24,33716000,-117887000,,,,47568,1286,275738,97004,5,,,,,1970,1,,56519,157484,2015,100965,2046.86,"",,29415
12424846,,"",1,,,2,3,,4,,,1487,,,,6037,0,2,,,,2,33849157,-118071542,5783,1,,10774,3101,,96206,0,,,,1,1969,,,131921,267031,2015,135110,3208.32,"",,14057
13913742,,"",,,,1.5,3,,,,,1043,,,,6059,0,1,1,360,,,33843535,-117945979,6200,1,,16764,1286,274800,97020,6,,1,,,1954,1,,60846,351434,2016,290588,4278.64,"",,9873
10848762,,"",1,,,3,2,,4,,,1090,,,,6037,0,3,,,,2,34171800,-118456000,5900,,,12447,3101,27080,96420,0,,,,1,2005,,,157382,321292,2015,163910,3911.8,"",,15310
17245049,,"",,,,2.5,4,,,,1028,2133,,,1028,6111,1,2,2,420,,,34266295,-118776887,3500,,,27110,2061,,97118,7,,1,,,2002,2,,321293,535488,2015,214195,6068.66,"",,19231
10778707,,"",1,,,2,3,,6,,,1238,,,,6037,0,2,,,,2,34191450,-118522811,6641,,,12447,3101,40548,96364,0,,,,1,1949,,,80796,381202,2016,300406,4598.48,"",,18177
10788639,,"",1,,,3,4,,7,,,1803,,,,6037,0,3,,,,2,34195998,-118578327,7790,,,12447,3101,27987,96341,0,,,,1,1953,,,111911,354426,2015,242515,4373.93,"",,22951
12765358,,"",1,,,2,2,,7,,,1087,,,,6037,0,2,,,,2,34060800,-118033000,18297,,,51861,3101,259606,96480,0,,,,1,1981,,,88260,110320,2015,22060,1647.9,"",,2276
11165596,,"",1,,,2,5,,8,,,1807,,,,6037,0,2,,,,2,34395637,-118549156,5490,1,,54311,3101,48200,96378,0,,,,1,1969,,,72438,91671,2016,19233,1883.72,"",,4859
12514796,,"",1,,,2,3,,4,,,1993,,,,6037,0,2,,,,2,33791540,-118112487,6239,1,,46298,3101,116302,96247,0,,,,1,1952,,,225000,673000,2015,448000,8851.33,"",,1062
10762332,-0.0398,2016-06-09,,,,2,3,,7,,,1540,,,,6037,0,2,,,,2,34219505,-118529534,6477,,,12447,3101,40548,96364,0,,,,1,1955,,,55719,76502,2015,20783,991.66,"",,4375
12461830,,"",1,,,1,3,,7,,,1231,,,,6037,0,1,,,,2,33838038,-118173136,6322,,,46298,3101,272968,96241,0,,,,1,1944,,,107583,438531,2015,330948,5410.94,"",,1436
10773447,,"",1,,,2,2,,4,,,884,,,,6037,0,2,,,,2,34202800,-118572000,215271,1,,12447,3101,27987,96341,0,,,,1,1971,,,68695,146959,2015,78264,1780.51,"",,8595
17091070,,"",,,,2.5,4,,,,927,1866,,,927,6111,1,2,2,595,,,34285530,-119192329,6000,,,34543,2061,,97084,8,,1,,,1995,2,,230091,383483,2015,153392,4036.5,"",,31956
11570725,,"",,,,3,3,,4,,,1831,,,,6037,0,3,,,,2,34042169,-118475984,8406,1,,26964,3101,761541,96150,0,,,,1,1936,,,71014,193798,2015,122784,2809.57,"",,14437
10933423,,"",1,,,7,3,,11,,,7048,,,,6037,0,7,,,,2,34145759,-118358656,23598,1,,12447,3101,27431,96447,0,,,,1,1990,,,931509,2952707,2016,2021198,35572.28,"",,9947
14166714,,"",,,,4.5,5,,,,,4581,,,,6059,0,4,2,568,TRUE,,33892905,-117707906,37400,1,,21412,1286,,97079,0,,1,,,1994,,,687040,1509570,2015,822530,17378.84,"",,18442
10784202,,"",1,,,2,3,,8,,,1211,,,,6037,0,2,,,,2,34190600,-118546000,118613,1,,12447,3101,40548,96364,0,,,,1,1972,,,102948,194043,2016,91095,2458.55,"",,33711
12038573,,"",1,,,6,4,,1,,,4464,,,,6037,0,6,,,,2,34114996,-118280263,10725,1,,12447,3101,274359,96008,0,,,,1,1935,,,358059,1382259,2015,1024200,17317.86,"",,10842
17220612,,"",,,,3,4,,,,1329,2568,,,1329,6111,1,3,2,605,,,34221457,-118831991,11946,1,448,34278,2061,,96385,9,,,,,1996,2,,466769,747018,2015,280249,8150.2,"",,950
13047559,,"",1,,,3,3,,4,,,2271,,,,6037,0,3,,,,2,34126808,-117807714,29782,1,,33836,3101,,96513,0,,,,1,1964,,,491900,798900,2015,307000,10970.67,Y,9,29494
11092291,,"",1,,,3,4,,4,,,2374,,,,6037,0,3,,,,2,34244587,-118539788,7512,,,12447,3101,33183,96354,0,,,,1,1975,,,187676,549768,2015,362092,7425.29,"",,27734
10799937,,"",1,,,2,3,,7,,,1096,,,,6037,0,2,,,,2,34175300,-118530000,281777,1,,12447,3101,47950,96379,0,,,,1,1973,,,101374,172440,2015,71066,2188.93,"",,20255
14116433,0.0260655864917,2017-02-08,,,,2.5,4,,,,,1856,,,,6059,0,2,2,437,,,33820066,-117882957,5000,,,16764,1286,275470,97025,7,,1,,,1968,2,,120739,418052,2016,297313,4946.1,"",,21801
17143728,,"",,,,2.5,4,,,,1047,2132,,,1047,6111,1,2,2,631,,,34231826,-119000920,6438,,,51239,2061,,97091,8,,1,,,1994,2,,235000,675000,2016,440000,7183.82,"",,24437
17239962,,"",,,,2,4,,,,1891,1891,,,1891,6111,1,2,2,440,,,34300442,-118701384,9976,1,,27110,2061,,97116,7,,,,,1976,1,,265950,411379,2015,145429,4760.5,"",,5043
14158818,,"",13,,,1.5,3,,,,,1281,,,,6059,0,1,2,420,,,33925499,-117889643,1705,,,17150,1286,,97035,6,,1,,,1972,2,,81635,384000,2015,302365,4645.14,"",,308
11094714,,"",1,,,3,2,,4,,,1371,,,,6037,0,3,,,,2,34231300,-118592000,82161,1,,12447,3101,30731,96339,0,,,,1,1979,,,113000,282000,2015,169000,3507.94,"",,2725
11887476,,"",1,,,5,5,,10,,,5068,,,,6037,0,5,,,,2,34121734,-118134006,24015,1,,47019,3101,275405,96294,0,,,,1,1913,,,773352,2526930,2015,1753578,29250.05,"",,29185
11127730,,"",1,,,2,4,,4,,,2094,,,,6037,0,2,,,,2,34291709,-118544053,8369,1,,12447,3101,275078,96356,0,,,,1,1969,,,225631,413250,2015,187619,5173.76,"",,6681
11173303,,"",1,,,2,2,,4,,,1198,,,,6037,0,2,,,,2,34404599,-118480194,655063,,,54311,3101,26134,96352,0,,,,1,1970,,,217900,307000,2015,89100,4439.43,"",,20960
17197567,,"",,,,3.5,4,,,,1702,2687,,,1702,6111,1,3,4,1019,,,34262065,-118913155,45108,,,25974,2061,,97097,8,,1,,,1971,2,,428377,720497,2016,292120,7829.48,"",,21606
10768102,,"",1,,,3,3,,6,,,1933,,,,6037,0,3,,,,2,34214228,-118582174,7512,,,12447,3101,27987,96341,0,,,,1,1954,,,161195,301036,2016,139841,3679.87,"",,28250
11105798,,"",,,,3,4,,7,,,1595,,,,6037,0,3,,,,2,34418122,-118461467,7177,1,,54311,3101,37739,96374,0,,,,1,1973,,,138563,225843,2015,87280,3221.01,"",,2176
12112172,,"",1,,,3,2,,7,,,1513,,,,6037,0,3,,,,2,34138432,-118128748,43807,1,,47019,3101,275405,96294,0,,,,1,1973,,,138219,290258,2015,152039,3542.71,"",,10675
11537947,,"",1,,,3,2,,11,,,1768,,,,6037,0,3,,,,2,33984600,-118444000,122942,1,,12447,3101,21056,96128,0,,,,1,1999,,,218448,634542,2016,416094,7711.8,Y,14,28358
14209726,,"",1,,,2.5,3,,,,,1768,,,,6059,1,2,2,462,,6,33846894,-117823079,7232,,,16764,1286,274765,97026,6,,1,,,1965,1,,103584,305641,2015,202057,3478.76,"",,13764
17180847,,"",,,,2,4,,,,1199,1199,,,1199,6111,0,2,2,418,,,34167522,-119173019,6200,,,13150,2061,,97104,6,,,,,1962,1,,173000,344000,2015,171000,4110.9,"",,9322
11940803,,"",1,,,2,2,,4,,,1620,,,,6037,0,2,,,,2,34094990,-118260292,7484,,,12447,3101,268473,96020,0,,,,1,1953,,,407055,1266279,2015,859224,15484.61,"",,8789
12465724,,"",1,,,3,2,,4,,,1480,,,,6037,0,3,,,,2,33822400,-118188000,15092,,,46298,3101,273109,96241,0,,,,1,1966,,,121933,172724,2015,50791,2158.31,"",,24882
14220449,,"",13,,,2,3,,,,,2154,,,,6059,0,2,2,580,,,33822069,-117781328,9600,1,,33252,1286,,97065,7,,,,,1984,1,,221082,497664,2015,276582,5495.1,"",,34267
17165266,,"",,,,2,3,,,,832,1372,,,832,6111,0,2,2,400,,,34185037,-119182089,6210,,,13150,2061,,97104,6,,,,,1950,1,,198896,331493,2015,132597,3980.18,"",,6978
17194814,,"",,,,4.5,4,,,,1616,3611,,,1616,6111,1,4,2,619,,,34177735,-118973884,14094,1,587,34278,2061,46736,96351,11,,1,,,2003,2,,447350,1278882,2016,831532,13967.64,"",,28155
17086667,,"",,,,1.5,3,,,,1174,1676,,,1174,6111,2,1,2,441,,,34282420,-119213166,7200,,,34543,2061,,97083,6,,1,,,1957,1,,134446,206826,2015,72380,2209.7,"",,6635
17084236,,"",,,,2,4,,,,1353,1353,,,1353,6111,0,2,2,400,,,34266036,-119238521,13050,,,34543,2061,761055,97083,6,,,,,1956,1,,238000,397000,2015,159000,4254.98,"",,14043
17099979,,"",,,,1.5,3,,,,1144,1304,,,1144,6111,0,1,2,504,,,34348441,-119085449,7349,,,26965,2061,,97113,5,,1,,,1963,1,,126978,205738,2016,78760,2298.46,"",,9015
10772928,,"",1,,,3,4,,4,,,2314,,,,6037,0,3,,,,2,34204915,-118576714,5151,,,12447,3101,27987,96341,0,,,,1,1970,,,81573,99293,2015,17720,1341.9,Y,15,11741
13900088,,"",,,,4,4,,,,,3193,,,,6059,0,4,2,572,TRUE,,33408325,-117606643,6166,1,,13693,1286,,96982,7,,,,,2003,2,,430962,2278397,2015,1847435,23356.78,"",,11883
17176027,,"",,,,2.5,3,,,,1044,2244,,,1044,6111,1,2,2,0,,,34214227,-119155821,,,,13150,2061,,97101,8,,1,,,2001,2,,222011,370016,2015,148005,4986.08,"",,16822
11687062,0.175624466823,2017-06-09,1,,,6,5,,10,,,5651,,,,6037,0,6,,,,2,34022701,-118813349,50517,1,,12520,3101,,96116,0,,,,1,1972,,,2744040,5167170,2016,2423130,59366.6,Y,15,23996
11066264,,"",1,,,3,3,,4,,,2269,,,,6037,0,3,,,,2,34292942,-118563786,5761,,,12447,3101,275078,96356,0,,,,1,1989,,,200722,497811,2015,297089,6149.78,"",,3997
17159052,,"",,,,2,5,,,,1376,1688,,,1376,6111,1,2,2,504,,,34215817,-119193030,6090,,,13150,2061,762961,97101,8,,,,,1962,1,,176771,294615,2015,117844,3533.42,"",,6222
17221989,,"",,,,2.5,4,,,,1303,2495,,,1303,6111,1,2,2,477,,,34246696,-118803811,5897,,,27110,2061,,97118,9,,1,,,1987,2,,254648,509296,2016,254648,5921.92,"",,7263
11620683,,"",1,,,2,1,,,,,1518,,,,6037,0,2,,,,2,34063300,-118427000,41444,1,,12447,3101,118920,96005,0,,,,1,1962,,,375000,566000,2015,191000,7516.28,Y,15,30082
12700546,,"",,,,3,4,,4,,,2615,,,,6037,0,3,,,TRUE,2,33727290,-118323544,10393,,,12447,3101,54300,96222,0,,,,1,1964,,,109172,150360,2015,41188,2217.07,"",,17593
10835419,,"",1,,,2,3,,4,,,1639,,,,6037,0,2,,,,2,34196425,-118511413,5956,,,12447,3101,32368,96415,0,,,,1,1956,,,98824,207323,2015,108499,8291.26,"",,8617
13003558,,"",1,,,2,3,,7,,,1578,,,,6037,0,2,,,,2,34069932,-118050681,5990,1,,51861,3101,762683,96480,0,,,,1,1957,,,127772,162425,2015,34653,2645.93,"",,26015
14149693,,"",1,,,2.5,5,,,,,2231,,,,6059,2,2,2,494,,6,33928996,-117895877,6000,,,17150,1286,,97035,7,,1,,,1965,3,,133446,355201,2015,221755,4313.68,"",,18026
14417074,,"",,,,2.5,2,,,,,2469,,,,6059,1,2,2,425,,,33530694,-117721787,5995,1,,25459,1286,,96987,6,,1,,,2000,1,,275141,544334,2015,269193,5540.16,"",,34520
14147244,-0.0284,2016-11-02,13,,,3,3,,,,,1963,,,,6059,0,3,2,467,,,33899448,-117924446,2520,,,24812,1286,,97043,7,,,,,1977,2,,107407,206160,2015,98753,2613.62,"",,4490
11888292,,"",1,,,3,2,,4,,,2348,,,,6037,0,3,,,,2,34132458,-118122858,15423,1,,47019,3101,275405,96294,0,,,,1,1952,,,662987,2294955,2015,1631968,26526.18,"",,18983
12853320,,"",1,,,3,4,,4,,,1562,,,,6037,0,3,,,,2,34025117,-117792954,28170,1,,24384,3101,,96505,0,,,,1,1985,,,271726,480746,2015,209020,7814.21,"",,24502
17285676,,"",,,,2,4,,,,1790,1790,,,1790,6111,1,2,2,472,,,34181474,-118896900,8026,,,34278,2061,46736,96351,8,,,,,1966,1,,231048,462096,2015,231048,4944.14,"",,25323
17229879,,"",,,,2.5,4,,,66,1035,2070,,,1035,6111,1,2,2,483,,,34280252,-118754090,6500,1,450,27110,2061,,97118,8,,1,,,1968,2,,64168,80690,2016,16522,1243.18,"",,34453
11893235,,"",,,,3,4,,4,,,2739,,,,6037,0,3,,,,2,34114675,-118115068,11434,1,,54299,3101,623381,96296,0,,,,1,1935,,,56889,145199,2015,88310,2489.17,"",,17506
10762545,,"",1,,,3,3,,8,,,1573,,,,6037,0,3,,,,2,34218300,-118535000,266667,1,,12447,3101,40548,96364,0,,,,1,1969,,,50506,62904,2016,12398,847.94,"",,6050
12015102,,"",1,,,2,2,,1,,,1821,,,,6037,0,2,,,,2,34101300,-118354000,29168,1,,12447,3101,32059,96027,0,,,,1,1960,,,120353,208386,2015,88033,2678.87,"",,15399
12843786,0.002,2016-08-01,1,,,2,3,,4,,,1818,,,,6037,0,2,,,,2,33976499,-117921240,8030,,,22827,3101,,96492,0,,,,1,1971,,,141000,567000,2015,426000,7009,"",,31756
11624412,0.0287075845554,2017-07-26,1,,,3,2,,9,,,1580,,,,6037,0,3,,,,2,34056700,-118412000,589265,,,12447,3101,114246,96048,0,,,,1,1989,,,224996,701953,2016,476957,8419.62,"",,26689
12109918,,"",1,,,1,1,,7,,,766,,,,6037,0,1,,,,2,34137100,-118141000,36086,,,47019,3101,275405,96289,0,,,,1,1971,,,48668,57745,2015,9077,861.49,"",,23842
11171363,,"",1,,,1,1,,4,,,741,,,,6037,0,1,,,,2,34411700,-118564000,351525,1,,54311,3101,48200,96378,0,,,,1,1989,,,90264,113076,2015,22812,2395.62,"",,30770
11089815,,"",,,,2,3,,7,,,1435,,,,6037,0,2,,,,2,34249128,-118569863,9787,1,,12447,3101,37835,96346,0,,,,1,1957,,,129200,507500,2015,378300,6381.68,"",,20076
11121362,,"",1,,,3,4,,4,,,2272,,,,6037,0,3,,,,2,34427265,-118542460,3515,,,54311,3101,48200,96378,0,,,,1,2001,,,238826,428976,2015,190150,6101.77,"",,19402
17209894,0.0611,2016-08-29,,,,2,4,,,,1447,2395,,,1447,6111,1,2,2,483,,,34213258,-118881718,12301,,,34278,2061,,96383,9,,,,,1963,1,,253436,506872,2015,253436,5330.06,"",,20510
17161890,,"",,,,2,3,,,,1295,1295,,,1295,6111,0,2,1,0,,,34201465,-119169651,4147,,,13150,2061,,97101,6,,,,,1945,1,,47528,54612,2015,7084,617.46,"",,10093
17057483,,"",,,,2,2,,,,1340,1340,,,1340,6111,1,2,2,422,,,34454131,-119231722,10780,,,13091,2061,,97099,4,,,,,1978,1,,230914,461828,2015,230914,5934.84,"",,4864
14313201,,"",,,,2.5,4,,,,,2578,,,,6059,1,2,3,720,,,33611109,-117865179,10108,1,,53571,1286,28119,96957,8,,1,,,1967,1,,236172,2088678,2016,1852506,22269.16,"",,14995
10769935,,"",1,,,2,2,,8,,,1025,,,,6037,0,2,,,,2,34208800,-118603000,57335,1,,12447,3101,30731,96339,0,,,,1,1982,,,96772,161159,2016,64387,1938.95,"",,18676
10728547,,"",,,,2,4,,6,,,1783,,,,6037,0,2,,,,2,34194096,-118648274,7088,1,,12447,3101,268588,96342,0,,,,1,1960,,,227817,558048,2016,330231,6795.01,"",,29690
10989248,,"",1,,,4,4,,9,,,3100,,,,6037,0,4,,,,2,34264120,-118351725,19723,,,12447,3101,33952,96282,0,,,,1,1987,,,220309,733010,2016,512701,9237.76,Y,15,20135
17169427,,"",,,,2,4,,,,1331,1331,,,1331,6111,1,2,2,441,,,34167953,-119183347,6000,,,13150,2061,,97104,6,,,,,1959,1,,166907,278176,2015,111269,3251.02,"",,25823
14314796,,"",,,,4.5,5,,,,,3715,,,,6059,0,4,2,441,,,33616958,-117859418,6045,1,,53571,1286,,96978,6,,1,,,2003,1,,610173,1372141,2015,761968,14894.82,"",,14566
12518261,,"",1,,,2,3,,7,,,1891,,,,6037,0,2,,,,2,33799969,-118104184,5495,1,,46298,3101,276606,96247,0,,,,1,1952,,,234264,542279,2015,308015,6576.58,"",,33727
14048363,,"",,,,3,5,,,,,2657,,,,6059,0,3,2,414,TRUE,,33658555,-117979092,6750,1,,25218,1286,,96964,9,,,,,1966,2,,193125,447652,2015,254527,5215.04,"",,2390
17149276,,"",,,,2,4,,,,1615,1615,,,1615,6111,1,2,2,431,,,34193148,-119216463,6001,,,13150,2061,,97106,7,,,,,1975,1,,137534,229218,2015,91684,2741.16,"",,28480
11121321,,"",1,,,3,4,,4,,,2217,,,,6037,0,3,,,,2,34428063,-118540831,3487,,,54311,3101,48200,96378,0,,,,1,2002,,,204258,410442,2015,206184,5785.83,"",,9684
11155067,,"",1,,,2,3,,7,,,948,,,,6037,0,2,,,,2,34420500,-118452000,128922,1,,54311,3101,37739,96401,0,,,,1,1985,,,122000,203600,2015,81600,3058.93,"",,14838
11085246,,"",1,,,3,4,,4,,,2213,,,,6037,0,3,,,,2,34256563,-118583071,8111,,,12447,3101,37835,96346,0,,,,1,1969,,,175905,277297,2015,101392,3542.37,"",,14740
13980134,,"",,,,2.5,3,,,,,1693,,,,6059,1,2,2,460,TRUE,,33632726,-117896649,11526,1,,53571,1286,,96978,7,,1,,,1955,1,,112850,1273909,2016,1161059,13734.78,"",,15687
12599560,,"",,,,1,2,,7,,,876,,,,6037,0,1,,,,7,33825331,-118314869,5101,,,54722,3101,274895,96159,0,,,,1,1927,,,65574,327874,2015,262300,3962.45,Y,14,17683
11198681,,"",1,,,2,3,,7,,,1489,,,,6037,0,2,,,,2,34566938,-118106086,4182,,,40227,3101,,97328,0,,,,1,1986,,,75651,118067,2015,42416,3287.72,Y,15,29614
10984018,,"",1,,,3,3,,4,,,1901,,,,6037,0,3,,,,2,34279572,-118401318,139102,,,12447,3101,40215,96361,0,,,,1,1988,,,156840,200587,2015,43747,3885.97,"",,6043
12104821,,"",1,,,2,2,,7,,,1046,,,,6037,0,2,,,,2,34155000,-118145000,1299,,,47019,3101,275958,96289,0,,,,1,1987,,,98329,180679,2015,82350,2281.24,"",,28487
14304288,,"",,,,2,3,,,,,1723,,,,6059,0,2,2,450,,,33683674,-117781957,6072,1,,52650,1286,273611,96941,7,,,,,1969,1,,124214,724878,2015,600664,7837.18,"",,16623
12019815,,"",1,,,3,2,,10,,,3600,,,,6037,0,3,,,,2,34103662,-118367647,15904,1,,12447,3101,274049,96050,0,,,,1,1978,,,397664,639178,2016,241514,8047.18,"",,32552
13940375,,"",,,,2,3,,,,,1624,,,,6059,0,2,2,481,TRUE,,33778281,-117821633,8000,1,,33252,1286,,97067,5,,,,,1962,1,,144291,356094,2015,211803,4009.68,"",,35020
10814868,,"",1,,,3,4,,4,,,2442,,,,6037,0,3,,,,2,34155562,-118562859,41004,1,,12447,3101,47950,96379,0,,,,1,1965,,,360271,735103,2015,374832,9248.05,"",,25614
17171870,,"",,,,3,3,,,66,493,2520,,,493,6111,2,3,2,662,,,34160839,-119220135,2450,,,47198,2061,,97106,6,,,,,1991,3,,346000,738000,2015,392000,8239.04,"",,235
11072167,,"",1,,,4,5,,7,,,3068,,,,6037,0,4,,,,2,34270466,-118576595,17511,1,,12447,3101,37835,96346,0,,,,1,1974,,,371467,619109,2016,247642,7666.08,"",,21437
14216290,,"",13,,,2,4,,,,,2235,,,,6059,0,2,2,525,,,33841439,-117790737,10241,,,16764,1286,113455,97026,8,,,,,1979,1,,145526,242038,2015,96512,2811.42,"",,34193
10757949,,"",1,,,3,3,,8,,,2365,,,,6037,0,3,,,,2,34161193,-118619103,11173,,,12447,3101,48570,96387,0,,,,1,1988,,,306073,510118,2016,204045,6365.85,"",,19788
